time(s),A,B,C,D
13339,264,-64,-50,-55
13340,185,-54,-100,203
13341,-187,-269,-271,-257
13342,-221,72,27,-174
13343,251,-246,133,229
13344,-261,10,215,-281
13345,-157,238,138,139
13346,-239,-257,-74,117
13347,-170,-246,239,-238
13348,182,265,24,55
13349,-19,60,-116,-43
13350,269,-277,295,-169
13351,-76,-244,-75,-218
13352,51,-267,0,-9
13353,116,252,-138,-177
13354,-122,-236,-281,-277
13355,-266,-245,-79,-290
13356,124,297,-76,-145
13357,46,-131,89,183
13358,198,-171,258,296
13359,-55,26,207,-11
13360,133,-251,284,81
13361,186,-144,-147,46
13362,-130,145,-110,-240
13363,7,-25,-89,-14
13364,-61,49,122,-123
13365,142,-119,294,41
13366,-198,-284,98,-125
13367,-250,97,232,232
13368,-256,-240,-179,-74
13369,291,-236,271,293
13370,9,-221,147,-277
13371,174,-143,37,-71
13372,-203,259,120,259
13373,261,122,67,-36
13374,265,41,-97,-156
13375,-267,-48,-266,95
13376,-104,-31,109,176
13377,-132,-126,190,-14
13378,-18,280,-177,40
13379,204,100,189,-44
13380,-287,1,-178,-187
13381,-278,203,66,-3
13382,123,12,118,-172
13383,-175,-258,-274,212
13384,-279,-225,60,81
13385,-65,223,282,-216
13386,-49,-183,-279,264
13387,-7,-182,-67,294
13388,110,91,77,115
13389,222,56,-219,-179
13390,7,299,83,-207
13391,-277,-217,-166,293
13392,-180,27,112,59
13393,-107,205,-139,-37
13394,-204,-30,70,-8
13395,167,-88,-61,223
13396,225,-93,91,201
13397,-244,-5,78,194
13398,-251,-66,-197,-47
13399,-75,-122,118,40
13400,59,-251,96,63
13401,223,-260,-255,-194
13402,-216,-222,-129,110
13403,-216,235,222,107
13404,-171,59,-90,-180
13405,83,-124,-86,-46
13406,-146,-50,153,-219
13407,-118,133,-88,36
13408,211,-104,210,266
13409,-38,-94,64,-161
13410,13,-27,83,-166
13411,252,-49,145,-33
13412,21,147,276,98
13413,80,148,-138,65
13414,-110,71,-199,25
13415,70,267,-209,37
13416,219,291,-297,-274
13417,235,-175,118,-230
13418,4,267,138,85
13419,135,66,278,-71
13420,52,180,-192,140
13421,-229,205,199,-185
13422,-128,204,-285,-173
13423,-30,5,-56,-272
13424,188,-260,-195,250
13425,-184,190,-206,250
13426,201,143,293,-114
13427,141,75,201,-193
13428,231,-93,-32,-41
13429,190,52,173,-285
13430,56,283,207,-186
13431,104,211,-77,-280
13432,271,268,50,-285
13433,-103,24,-14,213
13434,191,184,111,-15
13435,266,-111,-37,-175
13436,-261,203,-25,-154
13437,126,120,-225,-41
13438,11,-209,-212,24
13439,-192,112,-129,-184
13440,289,-231,-199,-21
13441,-273,88,-27,134
13442,26,-248,-14,170
13443,279,-180,288,172
13444,-177,-149,190,-235
13445,295,55,-186,-247
13446,52,-76,167,-254
13447,235,-243,-16,49
13448,-50,-65,-189,6
13449,237,-26,-205,-215
13450,108,174,23,-216
13451,100,-13,198,-290
13452,7,-110,181,-228
13453,-142,-236,-1,-120
13454,154,-119,-240,257
13455,133,174,-219,161
13456,184,-83,35,73
13457,11,-70,156,-156
13458,277,-242,199,2
13459,-24,165,268,248
13460,-25,-102,-232,0
13461,17,-268,-274,254
13462,294,200,-223,-120
13463,-80,-130,277,-193
13464,139,280,-116,-94
13465,73,237,-68,-66
13466,256,116,50,289
13467,145,-198,-145,-226
13468,136,-134,-129,-104
13469,137,200,103,-180
13470,-60,218,104,-148
13471,155,133,-300,251
13472,-193,86,-126,38
13473,-141,186,-156,-197
13474,-85,208,42,-299
13475,197,-153,-243,87
13476,-78,120,168,-102
13477,-79,105,214,-196
13478,164,-255,78,-127
13479,-91,283,232,176
13480,-192,-252,-58,-296
13481,-37,-58,-150,177
13482,149,64,69,-195
13483,-267,130,-26,255
13484,251,19,-127,137
13485,287,-208,276,189
13486,65,2,-233,199
13487,-216,-182,200,22
13488,224,242,42,-132
13489,267,0,-225,138
13490,158,248,182,-4
13491,259,-31,-211,-219
13492,58,-60,128,68
13493,-66,-100,-138,-142
13494,242,65,-172,-229
13495,-70,231,37,64
13496,-93,-215,-227,-89
13497,231,-134,161,233
13498,190,203,142,276
13499,89,152,-125,-238
13500,-260,250,-219,240
13501,-212,-8,83,42
13502,-256,-140,-218,-209
13503,-195,21,-7,-153
13504,221,22,-65,-155
13505,85,-163,35,73
13506,256,28,223,-147
13507,182,98,241,-198
13508,-33,-29,-125,-19
13509,-115,-26,148,-293
13510,-107,-128,-80,-188
13511,166,269,235,-300
13512,86,104,-128,-24
13513,127,140,92,-100
13514,-249,-98,-180,270
13515,222,-125,-86,288
13516,95,110,281,121
13517,-184,-82,-116,-20
13518,7,-123,-130,190
13519,280,197,-274,-188
13520,-79,-265,295,-109
13521,-196,9,265,-136
13522,45,-37,-82,191
13523,-245,-51,-32,-205
13524,295,86,148,44
13525,-168,22,-262,48
13526,175,294,-280,-131
13527,247,-283,-150,-101
13528,284,111,270,-6
13529,186,-183,194,-262
13530,-3,291,-271,68
13531,60,-34,27,83
13532,-94,-244,231,-143
13533,198,53,-262,-192
13534,-258,-78,291,89
13535,-142,-208,184,170
13536,-48,-57,-227,103
13537,10,3,-27,7
13538,269,-220,27,123
13539,-105,-30,-202,-238
13540,71,-140,78,-127
13541,119,-12,65,-271
13542,-47,-162,275,-50
13543,-236,-136,83,-217
13544,-8,176,66,35
13545,-164,-177,-230,-206
13546,271,-298,-114,-296
13547,59,-187,-35,169
13548,113,-229,195,-76
13549,-112,-54,-28,-199
13550,-128,196,217,-157
13551,245,-78,224,236
13552,-16,-256,-7,-90
13553,217,49,-267,-286
13554,89,198,283,57
13555,-131,-224,269,-186
13556,176,153,289,-25
13557,-82,-66,-45,-173
13558,64,229,237,145
13559,57,-44,-48,-33
13560,12,-199,-18,19
13561,-286,-11,-149,52
13562,291,-265,19,-18
13563,245,136,262,76
13564,-219,-183,-284,156
13565,290,268,28,-143
13566,-109,20,105,298
13567,52,28,164,90
13568,-220,-232,-179,275
13569,-194,81,57,-183
13570,30,103,-30,287
13571,-129,157,-18,-236
13572,50,266,-141,-109
13573,-107,204,-290,-99
13574,205,-196,-219,-275
13575,-253,198,124,65
13576,-209,-134,-79,-230
13577,-226,-245,-238,-36
13578,-2,144,119,149
13579,181,179,238,79
13580,51,218,157,-158
13581,-106,74,55,45
13582,147,81,-24,85
13583,279,-157,-194,51
13584,-114,-34,-224,35
13585,-33,119,-282,156
13586,-216,152,-291,-260
13587,154,79,139,73
13588,-50,79,-153,220
13589,-185,140,80,-31
13590,157,-133,-180,-174
13591,43,-19,141,-84
13592,99,85,-28,-266
13593,73,-86,-57,-31
13594,112,159,-40,-19
13595,-24,274,154,-225
13596,133,-212,32,127
13597,-157,-295,233,15
13598,-100,199,-195,258
13599,-50,-130,207,-115
13600,-37,67,-108,-192
13601,-30,48,68,-9
13602,70,-287,207,-176
13603,104,-276,289,-131
13604,-275,-176,-142,-238
13605,262,192,162,214
13606,-133,73,80,-278
13607,175,13,-160,-127
13608,-61,286,-18,246
13609,-118,-155,245,172
13610,-148,-262,-72,45
13611,50,-253,-198,9
13612,98,205,-154,-37
13613,29,-147,-36,-82
13614,276,-58,-60,-147
13615,13,72,188,242
13616,117,254,-130,224
13617,-157,121,113,-57
13618,-247,118,-159,-172
13619,-245,-273,106,-134
13620,166,-169,-157,-216
13621,228,-10,42,-109
13622,189,17,236,75
13623,144,-58,-91,-189
13624,228,108,33,135
13625,-213,-288,-244,199
13626,2,-249,19,202
13627,-84,-67,-111,-269
13628,35,6,84,55
13629,-105,-203,-37,-275
13630,-90,168,70,169
13631,184,-202,144,-2
13632,-203,-60,189,31
13633,186,-9,36,123
13634,-300,-44,-217,47
13635,37,-200,89,77
13636,21,-283,23,165
13637,234,93,-71,-108
13638,-40,-57,75,-130
13639,53,-65,-51,52
13640,104,-220,172,95
13641,238,-296,55,168
13642,285,203,-9,80
13643,-246,-64,-213,193
13644,211,-228,-229,58
13645,245,130,-74,199
13646,-145,135,108,-46
13647,-141,227,66,-148
13648,-159,-137,259,-95
13649,-255,-63,73,-240
13650,173,97,-144,8
13651,-177,147,-86,-3
13652,-54,-259,-273,-74
13653,125,-51,-86,-101
13654,-18,205,221,-7
13655,11,108,216,-168
13656,97,-268,-221,-200
13657,140,65,0,142
13658,169,-99,-10,214
13659,-175,-256,205,-88
13660,206,1,188,-176
13661,-236,-70,-208,201
13662,-206,-264,27,266
13663,-28,30,-174,177
13664,192,-136,291,104
13665,-72,54,195,71
13666,-76,189,248,-181
13667,169,-67,-99,-124
13668,-48,243,-191,-249
13669,81,99,82,277
13670,-255,255,105,210
13671,46,-130,-117,133
13672,41,-251,-175,-19
13673,-121,-72,10,252
13674,264,96,-92,115
13675,249,-194,-33,-290
13676,275,181,222,-157
13677,68,-63,-92,-3
13678,235,50,28,207
13679,-15,-171,45,254
13680,-158,-217,214,-65
13681,-29,-176,-299,121
13682,291,57,142,103
13683,-61,-117,285,115
13684,-97,-186,-70,171
13685,-285,-139,167,-77
13686,166,-141,157,-117
13687,6,-2,-203,-226
13688,11,131,-40,-208
13689,-195,-283,18,-73
13690,-211,-204,136,-120
13691,-169,241,-4,149
13692,130,147,-280,294
13693,248,256,-71,-267
13694,-95,-44,21,22
13695,236,113,106,-61
13696,13,118,-141,285
13697,-153,70,29,-24
13698,-122,-38,137,-185
13699,-247,120,87,-53
13700,-105,-238,249,-278
13701,10,-174,267,-117
13702,-58,13,-46,-99
13703,-109,-272,-199,70
13704,212,48,117,-292
13705,-83,204,287,-128
13706,-126,-198,293,60
13707,98,-197,-179,99
13708,44,237,-242,134
13709,-3,-132,271,219
13710,166,-97,-196,-144
13711,-43,85,-190,187
13712,-136,-214,12,-274
13713,32,216,7,-245
13714,282,-169,-56,141
13715,128,156,-175,-109
13716,289,218,28,190
13717,-220,87,146,-148
13718,242,25,38,-93
13719,-199,221,107,72
13720,-194,104,138,21
13721,-81,-137,186,173
13722,-65,223,-111,241
13723,-253,21,112,276
13724,142,169,127,251
13725,174,234,-43,-82
13726,101,-300,255,-168
13727,218,188,-79,216
13728,80,226,-171,59
13729,-41,-287,-116,286
13730,-123,-240,-228,232
13731,-109,55,242,87
13732,-63,43,-77,-248
13733,-57,17,-85,-114
13734,155,9,7,-177
13735,82,225,249,-236
13736,-185,199,75,-52
13737,-7,-142,186,-62
13738,293,-192,57,7
13739,205,198,185,106
13740,212,89,124,99
13741,-238,-3,-262,-144
13742,52,77,288,-291
13743,115,124,-186,7
13744,158,-227,-122,-189
13745,123,143,-186,-55
13746,174,128,-260,27
13747,-64,283,-287,233
13748,-198,241,181,-210
13749,-223,213,-53,-257
13750,169,-119,243,31
13751,-23,61,-282,110
13752,-118,213,-300,224
13753,244,-268,-117,-294
13754,-177,47,-253,250
13755,-193,-100,-8,94
13756,-269,-14,283,-197
13757,287,-167,171,-15
13758,99,-60,87,164
13759,116,-113,-231,-134
13760,105,-143,86,147
13761,48,100,-60,229
13762,-73,-297,263,292
13763,95,184,-270,164
13764,128,229,-17,-221
13765,-25,-93,298,-52
13766,51,-11,174,-52
13767,238,-278,-263,-148
13768,-205,-52,260,-98
13769,-122,-170,-268,-204
13770,106,295,181,91
13771,-147,-163,-30,-18
13772,-132,-100,152,-77
13773,-171,16,-209,-1
13774,-131,-202,-233,5
13775,63,-94,128,-150
13776,-30,177,171,-265
13777,50,-70,25,219
13778,-195,95,-169,-225
13779,231,-23,-99,-188
13780,145,94,253,-166
13781,-246,194,174,161
13782,-165,223,243,-199
13783,-145,-123,92,-216
13784,-269,-131,23,52
13785,-68,297,-50,-53
13786,38,-269,-25,274
13787,250,90,-206,96
13788,228,-110,48,17
13789,-198,-267,-94,3
13790,0,290,-273,-272
13791,-121,186,-251,-295
13792,-2,204,233,-182
13793,-131,-289,-109,-300
13794,-93,198,-258,215
13795,-238,205,-182,194
13796,-281,-154,-214,3
13797,18,-65,-294,119
13798,71,163,216,275
13799,67,-45,204,-77
13800,-191,154,161,21
13801,81,98,91,38
13802,282,-287,74,212
13803,290,-273,-46,-35
13804,242,-232,53,-43
13805,171,161,110,-58
13806,-43,-3,10,297
13807,-56,279,181,-114
13808,-245,-298,69,-197
13809,-11,230,239,-202
13810,266,-18,-130,-42
13811,-67,-152,-130,88
13812,109,-36,-291,289
13813,-23,-286,210,-18
13814,-185,-279,-139,-11
13815,-153,-107,-224,128
13816,-75,-88,-58,40
13817,276,-254,-127,88
13818,279,-223,-17,-241
13819,283,24,-253,-209
13820,163,123,-222,-157
13821,-93,-103,-22,-293
13822,-264,-160,-219,53
13823,201,188,-287,124
13824,-262,287,-234,81
13825,1,35,238,-293
13826,-228,-290,238,40
13827,94,276,-224,3
13828,196,-36,-166,-188
13829,52,276,-44,263
13830,166,206,249,-253
13831,-45,-30,-67,174
13832,81,-62,-137,-279
13833,51,-160,-262,-49
13834,-139,156,-156,-231
13835,133,-247,171,-116
13836,-144,-229,-241,272
13837,-265,191,-224,-34
13838,283,-210,-255,-298
13839,-193,-44,272,-280
13840,193,16,-87,57
13841,46,-288,-116,-54
13842,152,-238,128,-210
13843,-1,-147,225,106
13844,-94,-278,-296,-211
13845,-147,-26,233,116
13846,-174,78,-152,-16
13847,167,-17,-66,255
13848,-265,-86,199,165
13849,-219,31,-122,-169
13850,-275,-132,124,-116
13851,-64,-196,-14,-151
13852,76,179,229,193
13853,159,74,-142,-177
13854,-213,-57,-94,89
13855,-56,-183,122,-27
13856,210,-130,220,-289
13857,110,-6,260,-222
13858,-94,115,111,-285
13859,112,-71,-130,-274
13860,-230,-175,297,123
13861,-86,-241,-270,-258
13862,-253,-192,-236,98
13863,-217,116,23,-53
13864,61,-287,256,-280
13865,-252,-214,205,13
13866,-55,109,-28,-228
13867,-52,-67,141,25
13868,-279,161,224,-136
13869,-85,34,251,-42
13870,32,-247,172,153
13871,148,143,162,278
13872,110,15,-183,-202
13873,-103,-110,-276,151
13874,76,233,-236,-41
13875,204,244,-54,-232
13876,-34,116,-66,285
13877,-182,-181,203,-149
13878,250,128,-87,-70
13879,230,-41,-48,268
13880,241,296,-194,283
13881,74,97,245,-295
13882,-5,-46,-184,103
13883,15,-254,207,231
13884,-138,-198,-187,35
13885,-173,-81,222,-209
13886,-213,62,-4,-78
13887,-261,-295,-11,-221
13888,-150,-260,-46,85
13889,117,-133,129,-212
13890,-240,-64,-159,8
13891,211,-139,226,-109
13892,222,220,-224,-273
13893,-46,191,-74,-62
13894,239,170,106,278
13895,-204,-164,-170,88
13896,-235,40,-32,206
13897,-284,-73,17,59
13898,12,29,275,-69
13899,-58,-34,274,93
13900,279,252,-45,-49
13901,224,-190,202,183
13902,-177,52,244,-104
13903,-126,75,278,-20
13904,251,-120,-75,160
13905,112,289,206,-215
13906,131,-130,89,-290
13907,23,32,110,167
13908,256,238,173,79
13909,83,-243,-293,179
13910,251,-184,10,-219
13911,39,30,-161,-196
13912,-9,-130,-277,252
13913,-30,116,-103,203
13914,21,-238,-42,176
13915,-290,235,-129,-82
13916,249,-283,267,-120
13917,244,-32,71,241
13918,-263,-250,-42,-295
13919,85,-132,-3,261
13920,191,-267,-95,-252
13921,-261,59,-202,-281
13922,179,-258,212,-225
13923,6,-110,-5,262
13924,-88,291,253,129
13925,298,268,83,-242
13926,229,-141,-177,-213
13927,13,81,104,-300
13928,121,-4,272,60
13929,-272,225,175,-103
13930,115,-192,299,166
13931,1,-94,143,-258
13932,-241,-45,-182,-299
13933,137,72,162,287
13934,-230,-256,-17,230
13935,-277,-123,-26,234
13936,63,239,206,-220
13937,-23,165,247,150
13938,197,-83,-54,20
13939,4,239,219,-241
13940,-277,-51,-101,-26
13941,192,199,-274,-88
13942,106,-259,120,214
13943,-20,-282,77,23
13944,-134,-135,179,217
13945,-175,-63,8,37
13946,115,204,-260,176
13947,95,-80,-285,-12
13948,34,69,154,110
13949,-121,26,-277,66
13950,-120,-95,-251,-31
13951,-171,42,255,-105
13952,-9,-212,23,-50
13953,-54,-81,69,-80
13954,272,-23,288,194
13955,39,-297,-224,278
13956,-286,133,60,-147
13957,-84,124,247,-52
13958,-218,58,-163,-3
13959,124,-71,-187,218
13960,-102,177,-104,-197
13961,-236,110,99,-171
13962,158,-218,287,0
13963,-116,196,175,-218
13964,195,-96,45,226
13965,246,-60,-158,211
13966,-51,262,28,103
13967,-29,15,200,-149
13968,170,-251,-277,-269
13969,-30,-99,158,-238
13970,8,232,-20,103
13971,18,-15,-262,224
13972,-190,-86,282,-243
13973,-28,-234,30,92
13974,-114,-35,-278,241
13975,-129,82,63,-137
13976,292,295,202,-288
13977,172,-282,-65,-30
13978,-55,-135,74,-160
13979,-201,98,149,-288
13980,213,-224,-284,133
13981,48,-28,57,162
13982,15,34,280,13
13983,-2,-57,-145,-247
13984,107,290,77,-135
13985,-37,143,21,298
13986,89,-18,-170,104
13987,-36,-64,-76,-225
13988,113,-279,-97,225
13989,-268,46,224,-72
13990,-214,294,-300,-243
13991,-252,-25,8,52
13992,16,-37,-26,87
13993,-191,142,-109,-235
13994,18,78,-282,-275
13995,-73,103,-49,-69
13996,-236,-36,3,-175
13997,-143,183,177,192
13998,-184,-176,-80,15
13999,231,-20,169,-195
14000,-172,-209,53,135
14001,134,185,-258,33
14002,39,171,169,264
14003,62,-152,177,-53
14004,-187,244,-104,-239
14005,-106,-105,86,207
14006,207,-89,-279,-210
14007,-16,255,159,-290
14008,122,-93,-147,47
14009,278,169,-198,-6
14010,-98,-283,-268,82
14011,-294,237,-58,-111
14012,-213,131,151,-252
14013,43,33,57,57
14014,204,-277,7,50
14015,210,-281,9,-192
14016,121,-213,-199,1
14017,-85,36,11,110
14018,-167,-110,214,43
14019,-48,-222,-165,-261
14020,-231,152,295,-137
14021,180,-132,-217,115
14022,-97,-204,115,-291
14023,-280,-71,249,-225
14024,64,249,-29,134
14025,216,-3,-226,-133
14026,-296,-223,-190,-41
14027,-176,193,-83,-137
14028,248,-298,-167,-269
14029,-248,-158,238,2
14030,-93,-140,-91,213
14031,106,-248,-293,-282
14032,-186,-147,128,25
14033,-33,-117,-84,-294
14034,191,-20,173,-110
14035,206,-18,4,-157
14036,-227,-280,23,-154
14037,238,-131,96,140
14038,-2,-257,256,36
14039,272,157,24,282
14040,41,-169,-29,35
14041,252,-278,-172,32
14042,137,-126,101,-158
14043,-5,171,-56,-264
14044,-242,-68,89,-198
14045,116,186,-253,2
14046,19,-147,-157,-177
14047,-192,-40,-225,-253
14048,-169,-28,113,21
14049,-282,22,271,-60
14050,-112,-269,-119,73
14051,-52,12,-46,127
14052,-223,-38,1,245
14053,136,-274,-75,291
14054,-115,-163,-236,-219
14055,289,100,-119,15
14056,125,209,-266,-81
14057,-124,154,-295,290
14058,123,-6,202,93
14059,273,9,-161,43
14060,-101,47,-215,112
14061,-161,207,-117,-203
14062,105,145,279,261
14063,90,-217,-125,61
14064,141,-29,94,-99
14065,211,7,106,277
14066,-9,86,165,-70
14067,101,-297,-29,-72
14068,-67,173,167,-193
14069,114,29,-60,248
14070,-20,-269,-209,7
14071,61,-193,-74,4
14072,-201,202,-279,-4
14073,116,161,241,-218
14074,-278,-273,-242,162
14075,-27,22,121,40
14076,58,-24,136,212
14077,225,299,84,278
14078,-81,237,-217,135
14079,153,-252,210,-153
14080,239,268,110,-21
14081,20,184,-186,-178
14082,273,-64,75,227
14083,18,151,-218,36
14084,255,107,272,-86
14085,236,-201,164,34
14086,-64,-204,-231,111
14087,-274,283,-100,244
14088,-62,-149,-23,-234
14089,133,77,286,51
14090,69,265,-172,-144
14091,190,-29,-113,52
14092,-160,38,-26,-295
14093,97,-167,-41,160
14094,-279,-8,-189,-230
14095,-91,175,-275,-208
14096,153,-103,259,249
14097,140,-182,68,135
14098,-88,68,-167,-21
14099,-92,131,5,-17
14100,299,-249,179,-244
14101,291,174,246,-81
14102,77,284,-133,-183
14103,-22,85,208,82
14104,51,-71,-166,-128
14105,32,-256,-154,66
14106,-280,291,-117,-185
14107,60,217,-165,212
14108,2,226,138,74
14109,-124,38,-290,-104
14110,-202,257,180,-156
14111,219,149,-161,173
14112,-110,-221,281,-103
14113,0,-156,165,116
14114,-206,-126,159,97
14115,-244,256,-258,188
14116,-266,-143,0,102
14117,67,-146,-167,-22
14118,28,5,49,224
14119,-86,-39,12,-24
14120,6,155,-1,-103
14121,-59,160,275,4
14122,-141,-183,-87,-89
14123,-112,-88,-239,-18
14124,-228,-153,-75,-174
14125,32,266,183,60
14126,16,-216,-118,101
14127,-194,60,-272,-136
14128,242,-269,-137,-150
14129,-144,-261,204,-54
14130,-1,-1,13,-1
14131,-107,-77,-9,259
14132,143,90,-44,83
14133,80,294,-1,-10
14134,278,-76,-24,294
14135,106,-38,159,-49
14136,-240,-199,-228,-43
14137,53,149,-109,128
14138,-177,-2,142,-92
14139,-90,174,219,24
14140,-198,158,185,-239
14141,243,-103,-222,128
14142,94,-160,-249,73
14143,160,-211,-252,91
14144,278,194,296,23
14145,-276,39,101,-296
14146,-114,-94,121,-105
14147,-175,250,151,232
14148,15,-285,-251,291
14149,-164,-262,230,111
14150,160,243,256,86
14151,-243,-112,-195,-208
14152,106,-1,65,193
14153,-255,-161,148,47
14154,140,125,151,187
14155,-54,-211,-170,240
14156,-260,-52,-132,-66
14157,-77,-6,75,99
14158,-286,-110,-17,87
14159,41,171,-290,-186
14160,164,135,-273,10
14161,-35,97,284,-59
14162,189,-292,-131,168
14163,30,-18,-94,53
14164,279,-17,23,134
14165,-35,-244,294,-213
14166,-125,270,-187,-244
14167,186,115,-88,109
14168,73,-139,-249,-177
14169,-147,-212,-285,-22
14170,97,94,-17,-214
14171,-262,-123,199,25
14172,-255,188,266,37
14173,-164,23,-281,-115
14174,295,48,162,229
14175,212,-262,150,269
14176,57,64,-180,180
14177,-21,-150,-126,-90
14178,213,-34,-56,-61
14179,171,-228,262,180
14180,230,-281,191,-203
14181,33,-221,267,92
14182,46,210,-277,62
14183,-19,-167,-138,-78
14184,-130,-293,294,-49
14185,-219,-187,-224,-299
14186,-181,-239,71,-210
14187,-10,197,-237,-275
14188,273,-278,171,240
14189,260,-32,-9,-144
14190,248,-254,16,-256
14191,-138,-189,228,-146
14192,271,268,140,145
14193,-191,220,-217,294
14194,54,-65,190,-271
14195,-228,168,-262,202
14196,58,-208,243,234
14197,296,72,-278,23
14198,41,-160,-292,101
14199,-202,269,226,113
14200,91,-115,-92,-3
14201,-99,-285,-225,293
14202,101,281,129,-223
14203,131,206,-109,-172
14204,170,-127,-172,73
14205,-128,-200,67,48
14206,247,255,257,-40
14207,58,-185,148,23
14208,-201,98,-144,243
14209,24,-78,-140,62
14210,-86,-160,-229,108
14211,-191,204,-219,212
14212,83,-36,155,223
14213,-42,-132,-182,199
14214,-11,-252,-218,75
14215,33,56,-20,218
14216,-152,-116,292,174
14217,20,129,-274,-20
14218,-97,-208,-86,107
14219,-119,182,-233,-41
14220,131,160,104,-183
14221,-54,243,201,296
14222,117,158,-269,141
14223,30,34,55,12
14224,79,-133,-222,76
14225,215,194,-169,-28
14226,223,-160,252,206
14227,191,-283,-290,228
14228,-85,-206,266,-1
14229,-163,117,-196,165
14230,-190,73,-188,134
14231,-262,-185,-265,182
14232,125,-2,-271,196
14233,204,239,131,259
14234,-19,280,-55,-54
14235,36,266,-114,48
14236,-235,28,-284,-216
14237,-151,278,53,-180
14238,44,-152,-165,-181
14239,118,25,-12,-209
14240,195,51,-300,-221
14241,-74,-219,157,43
14242,-47,-147,117,-276
14243,288,143,-96,-123
14244,102,8,-51,-110
14245,-243,264,7,89
14246,260,141,163,124
14247,-228,171,135,-25
14248,296,-232,-144,-281
14249,-277,77,235,-241
14250,-119,-291,158,156
14251,66,70,-230,130
14252,-103,263,207,-126
14253,252,90,-226,284
14254,40,213,250,129
14255,-187,-235,-72,-119
